Selection,Pos,Player,Player_ID,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,3rd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,Year
ORV,F,Kyle Korver,0,33,atl,2,645,0.003,0,0,0,75,32.2,12.1,4.1,2.6,0.7,0.6,0.487,0.492,0.898,7.5,0.148,2015
ORV,C,Joakim Noah,0,29,chi,2,645,0.003,0,0,0,67,30.6,7.2,9.6,4.7,0.7,1.1,0.445,0,0.603,5.6,0.13,2015
ORV,F,Dirk Nowitzki,0,36,dal,2,645,0.003,0,0,0,77,29.6,17.3,5.9,1.9,0.5,0.4,0.459,0.38,0.882,7.2,0.152,2015
ORV,G,Dwyane Wade,0,33,mia,2,645,0.003,0,0,0,62,31.8,21.5,3.5,4.8,1.2,0.3,0.47,0.284,0.768,3.5,0.086,2015
ORV,F,Carmelo Anthony,0,30,nyk,1,645,0.002,0,0,0,40,35.7,24.2,6.6,3.1,1,0.4,0.444,0.341,0.797,2.9,0.097,2015
ORV,C,Tyson Chandler,0,32,dal,1,645,0.002,0,0,0,75,30.5,10.3,11.5,1.1,0.6,1.2,0.666,0,0.72,10.3,0.216,2015
ORV,G,Mike Conley,3195,27,mem,1,645,0.002,0,0,0,70,31.8,15.8,3,5.4,1.3,0.2,0.446,0.386,0.859,6.8,0.147,2015
ORV,C,Brook Lopez,3448,26,brk,1,645,0.002,0,0,0,72,29.2,17.2,7.4,0.7,0.6,1.8,0.513,0.1,0.814,7,0.159,2015
ORV,F,Kevin Love,3449,26,cle,1,645,0.002,0,0,0,75,33.8,16.4,9.7,2.2,0.7,0.5,0.434,0.367,0.804,8.7,0.165,2015
ORV,G,Kyle Lowry,0,28,tor,1,645,0.002,0,0,0,70,34.5,17.8,4.7,6.8,1.6,0.2,0.412,0.338,0.808,7.1,0.141,2015
ORV,G,Khris Middleton,6609,23,mil,1,645,0.002,0,0,0,79,30.1,13.4,4.4,2.3,1.5,0.1,0.467,0.407,0.859,6.7,0.135,2015
1st,G,Stephen Curry,3975,27,gsw,645,645,1,129,0,0,79,34.2,30.1,5.4,6.7,2.1,0.2,0.504,0.454,0.908,17.9,0.318,2016
1st,F,LeBron James,1966,31,cle,637,645,0.988,125,4,0,76,35.6,25.3,7.4,6.8,1.4,0.6,0.52,0.309,0.731,13.6,0.242,2016
1st,G,Russell Westbrook,3468,27,okc,627,645,0.972,120,9,0,80,34.4,23.5,7.8,10.4,2,0.3,0.454,0.296,0.812,14,0.245,2016
1st,F,Kawhi Leonard,6450,24,sas,575,645,0.891,94,35,0,72,33.1,21.2,6.8,2.6,1.8,1,0.506,0.443,0.874,13.7,0.277,2016
1st,C,DeAndre Jordan,3442,27,lac,317,645,0.491,39,36,14,77,33.7,12.7,13.8,1.2,0.7,2.3,0.703,0,0.43,11.5,0.213,2016
2nd,F,Kevin Durant,3202,27,okc,452,645,0.701,36,90,2,72,35.8,28.2,8.2,5,1,1.2,0.505,0.387,0.898,14.5,0.27,2016
2nd,F,Draymond Green,6589,25,gsw,431,645,0.668,40,74,9,81,34.7,14,9.5,7.4,1.5,1.4,0.49,0.388,0.696,11.1,0.19,2016
2nd,G,Chris Paul,2779,30,lac,353,645,0.547,8,101,10,74,32.7,19.5,4.2,10,2.1,0.2,0.462,0.371,0.896,12.7,0.253,2016
2nd,C,DeMarcus Cousins,0,25,sac,277,645,0.429,32,28,33,65,34.6,26.9,11.5,3.3,1.6,1.4,0.451,0.333,0.718,5.7,0.122,2016
2nd,G,Damian Lillard,6606,25,por,217,645,0.336,0,48,73,75,35.7,25.1,4,6.8,0.9,0.4,0.419,0.375,0.892,9.2,0.165,2016
3rd,C,Andre Drummond,6585,22,det,173,645,0.268,13,26,30,81,32.9,16.2,14.8,0.8,1.5,1.4,0.521,0.333,0.355,7.4,0.133,2016
3rd,G,Klay Thompson,6475,25,gsw,164,645,0.254,0,37,53,80,33.3,22.1,3.8,2.1,0.8,0.6,0.47,0.425,0.873,8,0.144,2016
3rd,F,Paul George,4251,25,ind,157,645,0.243,0,28,73,81,34.8,23.1,7,4.1,1.9,0.4,0.418,0.371,0.86,9.2,0.157,2016
3rd,G,Kyle Lowry,0,29,tor,155,645,0.24,0,35,50,77,37,21.2,4.7,6.4,2.1,0.4,0.427,0.388,0.811,11.6,0.196,2016
3rd,F,LaMarcus Aldridge,0,30,sas,103,645,0.16,3,11,55,74,30.6,18,8.5,1.5,0.5,1.1,0.513,0,0.858,10.1,0.215,2016
ORV,G,James Harden,3992,26,hou,106,645,0.164,0,0,0,82,38.1,29,6.1,7.5,1.7,0.6,0.439,0.359,0.86,13.3,0.204,2016
ORV,F,Paul Millsap,0,30,atl,84,645,0.13,0,0,0,81,32.7,17.1,9,3.3,1.8,1.7,0.47,0.319,0.757,10.1,0.183,2016
ORV,C,Al Horford,3213,29,atl,76,645,0.118,2,0,0,82,32.1,15.2,7.3,3.2,0.8,1.5,0.505,0.344,0.798,9.4,0.172,2016
ORV,C,Anthony Davis,6583,22,nop,76,645,0.118,1,0,0,61,35.5,24.3,10.3,1.9,1.3,2,0.493,0.324,0.758,7.2,0.16,2016
ORV,C,Karl-Anthony Towns,3136195,20,min,44,645,0.068,0,0,0,82,32,18.3,10.5,2,0.7,1.7,0.542,0.341,0.811,8.3,0.151,2016
ORV,G,DeMar DeRozan,3978,26,tor,26,645,0.04,0,0,0,78,35.9,23.5,4.5,4,1,0.3,0.446,0.338,0.85,9.9,0.169,2016
ORV,C,Hassan Whiteside,0,26,mia,24,645,0.037,1,0,0,73,29.1,14.2,11.8,0.4,0.6,3.7,0.606,0,0.65,10.3,0.233,2016
ORV,G,Isaiah Thomas,0,26,bos,20,645,0.031,0,0,0,82,32.2,22.2,3,6.2,1.1,0.1,0.428,0.359,0.871,9.7,0.177,2016
ORV,F,Pau Gasol,0,35,chi,16,645,0.025,2,0,0,72,31.8,16.5,11,4.1,0.6,2,0.469,0.348,0.792,7.1,0.149,2016
ORV,G,Jimmy Butler,0,26,chi,12,645,0.019,0,0,0,67,36.9,20.9,5.3,4.8,1.6,0.6,0.454,0.312,0.832,9.1,0.177,2016
ORV,F,Dirk Nowitzki,0,37,dal,8,645,0.012,0,0,0,75,31.5,18.3,6.5,1.8,0.7,0.7,0.448,0.368,0.893,6.8,0.138,2016
ORV,G,John Wall,0,25,was,7,645,0.011,0,0,0,77,36.2,19.9,4.9,10.2,1.9,0.8,0.424,0.351,0.791,5.7,0.098,2016
ORV,G,Kemba Walker,0,25,cho,6,645,0.009,0,0,0,81,35.6,20.9,4.4,5.2,1.6,0.5,0.427,0.371,0.847,9.9,0.165,2016
ORV,F,Tim Duncan,0,39,sas,3,645,0.005,0,0,0,61,25.2,8.6,7.3,2.7,0.8,1.3,0.488,0,0.702,5.2,0.163,2016
ORV,F,Gordon Hayward,0,25,uta,3,645,0.005,0,0,0,80,36.2,19.7,5,3.7,1.2,0.3,0.433,0.349,0.824,8.9,0.147,2016
ORV,C,Dwight Howard,0,30,hou,3,645,0.005,0,0,0,71,32.1,13.7,11.8,1.4,1,1.6,0.62,0,0.489,6.6,0.138,2016
ORV,F,Carmelo Anthony,0,31,nyk,2,645,0.003,0,0,2,72,35.1,21.8,7.7,4.2,0.9,0.5,0.434,0.339,0.829,6.4,0.121,2016
ORV,C,Marc Gasol,0,31,mem,2,645,0.003,0,0,2,52,34.4,16.6,7,3.8,1,1.3,0.464,0.667,0.829,3.7,0.098,2016
ORV,C,Andrew Bogut,0,31,gsw,1,645,0.002,0,0,1,70,20.7,5.4,7,2.3,0.5,1.6,0.627,1,0.48,5.4,0.18,2016
ORV,F,Blake Griffin,0,26,lac,1,645,0.002,0,0,1,35,33.4,21.4,8.4,4.9,0.8,0.5,0.499,0.333,0.727,3.8,0.156,2016
ORV,C,Brook Lopez,3448,27,brk,1,645,0.002,0,0,1,73,33.7,20.6,7.8,2,0.8,1.7,0.511,0.143,0.787,6.2,0.121,2016
ORV,G,Tony Parker,0,33,sas,1,645,0.002,0,0,1,72,27.5,11.9,2.4,5.3,0.8,0.2,0.493,0.415,0.76,5.8,0.142,2016
1st,G,James Harden,3992,27,hou,500,500,1,100,0,0,81,36.4,29.1,8.1,11.2,1.5,0.5,0.44,0.347,0.847,15,0.245,2017
1st,F,LeBron James,1966,32,cle,498,500,0.996,99,1,0,74,37.8,26.4,8.6,8.7,1.2,0.6,0.548,0.363,0.674,12.9,0.221,2017
1st,G,Russell Westbrook,3468,28,okc,498,500,0.996,99,1,0,81,34.6,31.6,10.7,10.4,1.6,0.4,0.425,0.343,0.845,13.1,0.224,2017
1st,F,Kawhi Leonard,6450,25,sas,490,500,0.98,96,3,1,74,33.4,25.5,5.8,3.5,1.8,0.7,0.485,0.38,0.88,13.6,0.264,2017
1st,C,Anthony Davis,6583,23,nop,343,500,0.686,45,34,16,75,36.1,28,11.8,2.1,1.3,2.2,0.505,0.299,0.802,11,0.195,2017
2nd,C,Rudy Gobert,3032976,24,uta,339,500,0.678,43,38,10,81,33.9,14,12.8,1.2,0.6,2.6,0.661,0,0.653,14.3,0.25,2017
2nd,G,Stephen Curry,3975,28,gsw,290,500,0.58,1,93,6,79,33.4,25.3,4.5,6.6,1.8,0.2,0.468,0.411,0.898,12.6,0.229,2017
2nd,F,Giannis Antetokounmpo,3032977,22,mil,258,500,0.516,0,81,15,80,35.6,22.9,8.8,5.4,1.6,1.9,0.521,0.272,0.77,12.4,0.21,2017
2nd,F,Kevin Durant,3202,28,gsw,239,500,0.478,3,66,26,62,33.4,25.1,8.3,4.8,1.1,1.6,0.537,0.375,0.875,12,0.278,2017
2nd,G,Isaiah Thomas,0,27,bos,236,500,0.472,0,71,23,76,33.8,28.9,2.7,5.9,0.9,0.2,0.463,0.379,0.909,12.5,0.234,2017
3rd,F,Draymond Green,6589,26,gsw,134,500,0.268,4,21,51,76,32.5,10.2,7.9,7,2,1.4,0.418,0.308,0.709,8.2,0.16,2017
3rd,G,John Wall,0,26,was,125,500,0.25,0,19,68,78,36.4,23.1,4.2,10.7,2,0.6,0.451,0.327,0.801,8.8,0.149,2017
3rd,F,Jimmy Butler,0,27,chi,102,500,0.204,0,19,45,76,37,23.9,6.2,5.5,1.9,0.4,0.455,0.367,0.865,13.8,0.236,2017
3rd,G,DeMar DeRozan,3978,27,tor,62,500,0.124,0,4,50,74,35.4,27.3,5.2,3.9,1.1,0.2,0.467,0.266,0.842,9,0.166,2017
3rd,C,DeAndre Jordan,3442,28,lac,54,500,0.108,3,7,18,81,31.7,12.7,13.8,1.2,0.6,1.7,0.714,0,0.482,11.8,0.221,2017
ORV,C,Karl-Anthony Towns,3136195,21,min,50,500,0.1,2,0,0,82,37,25.1,12.3,2.7,0.7,1.3,0.542,0.367,0.832,12.7,0.201,2017
ORV,G,Chris Paul,2779,31,lac,49,500,0.098,0,0,0,61,31.5,18.1,5,9.2,2,0.1,0.476,0.411,0.892,10.6,0.264,2017
ORV,C,Marc Gasol,0,32,mem,48,500,0.096,2,0,0,74,34.2,19.5,6.3,4.6,0.9,1.3,0.459,0.388,0.837,7.7,0.145,2017
ORV,C,DeMarcus Cousins,0,26,tot,42,500,0.084,2,0,0,72,34.2,27,11,4.6,1.4,1.3,0.452,0.361,0.772,7.6,0.149,2017
ORV,F,Paul George,4251,26,ind,40,500,0.08,0,0,0,75,35.9,23.7,6.6,3.3,1.6,0.4,0.461,0.393,0.898,7.1,0.126,2017
ORV,F,Gordon Hayward,0,26,uta,27,500,0.054,0,0,0,73,34.5,21.9,5.4,3.5,1,0.3,0.471,0.398,0.844,10.4,0.199,2017
ORV,C,Hassan Whiteside,0,27,mia,18,500,0.036,0,0,0,77,32.6,17,14.1,0.7,0.7,2.1,0.557,0,0.628,9.5,0.181,2017
ORV,G,Kyrie Irving,6442,24,cle,14,500,0.028,0,0,0,72,35.1,25.2,3.2,5.8,1.2,0.3,0.473,0.401,0.905,8.9,0.17,2017
ORV,G,Klay Thompson,6475,26,gsw,14,500,0.028,0,0,0,78,34,22.3,3.7,2.1,0.8,0.5,0.468,0.414,0.853,7.1,0.129,2017
ORV,C,Nikola Jokic,3112335,21,den,12,500,0.024,1,0,0,73,27.9,16.7,9.8,4.9,0.8,0.8,0.578,0.324,0.825,9.7,0.228,2017
ORV,G,Damian Lillard,6606,26,por,12,500,0.024,0,0,0,75,35.9,27,4.9,5.9,0.9,0.3,0.444,0.37,0.895,10.4,0.185,2017
ORV,F,Paul Millsap,0,31,atl,3,500,0.006,0,0,0,69,34,18.1,7.7,3.7,1.3,0.9,0.442,0.311,0.768,6.4,0.132,2017
ORV,F,LaMarcus Aldridge,0,31,sas,1,500,0.002,0,0,1,72,32.4,17.3,7.3,1.9,0.6,1.2,0.477,0.411,0.812,7.2,0.149,2017
ORV,F,Blake Griffin,0,27,lac,1,500,0.002,0,0,1,61,34,21.6,8.1,4.9,0.9,0.4,0.493,0.336,0.76,7.7,0.179,2017
ORV,C,Al Horford,3213,30,bos,1,500,0.002,0,0,1,68,32.3,14,6.8,5,0.8,1.3,0.473,0.355,0.8,6.3,0.138,2017
1st,G,James Harden,3992,28,hou,500,500,1,100,0,0,72,35.4,30.4,5.4,8.8,1.8,0.7,0.449,0.367,0.858,15.4,0.289,2018
1st,F,LeBron James,1966,33,cle,500,500,1,100,0,0,82,36.9,27.5,8.6,9.1,1.4,0.9,0.542,0.367,0.731,14,0.221,2018
1st,C,Anthony Davis,6583,24,nop,492,500,0.984,96,4,0,75,36.4,28.1,11.1,2.3,1.5,2.6,0.534,0.34,0.828,13.7,0.241,2018
1st,G,Damian Lillard,6606,27,por,432,500,0.864,71,24,5,73,36.6,26.9,4.5,6.6,1.1,0.4,0.439,0.361,0.916,12.6,0.227,2018
1st,F,Kevin Durant,3202,29,gsw,426,500,0.852,63,37,0,68,34.2,26.4,6.8,5.4,0.7,1.8,0.516,0.419,0.889,10.4,0.215,2018
2nd,F,Giannis Antetokounmpo,3032977,23,mil,354,500,0.708,28,71,1,75,36.7,26.9,10,4.8,1.5,1.4,0.529,0.307,0.76,11.9,0.207,2018
2nd,G,Russell Westbrook,3468,29,okc,322,500,0.644,24,63,13,80,36.4,25.4,10.1,10.3,1.8,0.3,0.449,0.298,0.737,10.1,0.166,2018
2nd,C,Joel Embiid,3059318,23,phi,294,500,0.588,11,78,5,63,30.3,22.9,11,3.2,0.6,1.8,0.483,0.308,0.769,6.2,0.155,2018
2nd,F,LaMarcus Aldridge,0,32,sas,236,500,0.472,2,68,22,75,33.5,23.1,8.5,2,0.6,1.2,0.51,0.293,0.837,10.9,0.209,2018
2nd,G,DeMar DeRozan,3978,28,tor,165,500,0.33,2,39,38,80,33.9,23,3.9,5.2,1.1,0.3,0.456,0.31,0.825,9.6,0.17,2018
3rd,G,Stephen Curry,3975,29,gsw,164,500,0.328,2,39,37,51,32,26.4,5.1,6.1,1.6,0.2,0.495,0.423,0.921,9.1,0.267,2018
3rd,G,Victor Oladipo,0,25,ind,105,500,0.21,0,24,33,75,34,23.1,5.2,4.3,2.4,0.8,0.477,0.371,0.799,8.2,0.155,2018
3rd,C,Karl-Anthony Towns,3136195,22,min,99,500,0.198,0,18,45,82,35.6,21.3,12.3,2.4,0.8,1.4,0.545,0.421,0.858,14,0.23,2018
3rd,F,Jimmy Butler,0,28,min,81,500,0.162,1,8,52,59,36.7,22.2,5.3,4.9,2,0.4,0.474,0.35,0.854,8.9,0.198,2018
3rd,F,Paul George,4251,27,okc,54,500,0.108,0,4,42,79,36.6,21.9,5.7,3.3,2,0.5,0.43,0.401,0.822,8.9,0.147,2018
ORV,G,Chris Paul,2779,32,hou,54,500,0.108,0,0,0,58,31.8,18.6,5.4,7.9,1.7,0.2,0.46,0.38,0.919,10.2,0.265,2018
ORV,C,Rudy Gobert,3032976,25,uta,51,500,0.102,0,0,0,56,32.4,13.5,10.7,1.4,0.8,2.3,0.622,0,0.682,8.1,0.214,2018
ORV,G,Kyrie Irving,6442,25,bos,42,500,0.084,0,0,0,60,32.2,24.4,3.8,5.1,1.1,0.3,0.491,0.408,0.889,8.9,0.222,2018
ORV,F,Ben Simmons,3907387,21,phi,36,500,0.072,0,0,0,81,33.7,15.8,8.1,8.2,1.7,0.9,0.545,0,0.56,9.2,0.162,2018
ORV,C,Al Horford,3213,31,bos,32,500,0.064,0,0,0,72,31.6,12.9,7.4,4.7,0.6,1.1,0.489,0.429,0.783,7.8,0.165,2018
ORV,C,Nikola Jokic,3112335,22,den,28,500,0.056,0,0,0,75,32.6,18.5,10.7,6.1,1.2,0.8,0.499,0.396,0.85,10.7,0.211,2018
ORV,C,Andre Drummond,6585,24,det,7,500,0.014,0,0,0,78,33.7,15,16,3,1.5,1.6,0.529,0,0.605,10.3,0.189,2018
ORV,C,Clint Capela,3102529,23,hou,6,500,0.012,0,0,0,74,27.5,13.9,10.8,0.9,0.8,1.9,0.652,0,0.56,10.2,0.242,2018
ORV,F,Draymond Green,6589,27,gsw,6,500,0.012,0,0,0,70,32.7,11,7.6,7.3,1.4,1.3,0.454,0.301,0.775,6.1,0.127,2018
ORV,G,Kyle Lowry,0,31,tor,3,500,0.006,0,0,0,78,32.2,16.2,5.6,6.9,1.1,0.2,0.427,0.399,0.854,10.2,0.194,2018
ORV,C,Steven Adams,2991235,24,okc,2,500,0.004,0,0,0,76,32.7,13.9,9,1.2,1.2,1,0.629,0,0.559,9.7,0.187,2018
ORV,G,Donovan Mitchell,3908809,21,uta,2,500,0.004,0,0,0,79,33.4,20.5,3.7,3.7,1.5,0.3,0.437,0.34,0.805,5.2,0.095,2018
ORV,G,Klay Thompson,6475,27,gsw,2,500,0.004,0,0,0,73,34.3,20,3.8,2.5,0.8,0.5,0.488,0.44,0.837,4.9,0.094,2018
ORV,F,Trevor Ariza,0,32,hou,1,500,0.002,0,0,0,67,33.9,11.7,4.4,1.6,1.5,0.2,0.412,0.368,0.854,5.3,0.113,2018
ORV,C,DeMarcus Cousins,0,27,nop,1,500,0.002,0,0,0,48,36.2,25.2,12.9,5.4,1.6,1.6,0.47,0.354,0.746,4.7,0.13,2018
ORV,C,Dwight Howard,0,32,cho,1,500,0.002,0,0,0,81,30.4,16.6,12.5,1.3,0.6,1.6,0.555,0.143,0.574,6.8,0.132,2018
ORV,F,Kevin Love,3449,29,cle,1,500,0.002,0,0,0,59,28,17.6,9.3,1.7,0.7,0.4,0.458,0.415,0.88,6.4,0.185,2018
ORV,F,Kristaps Porzingis,3102531,22,nyk,1,500,0.002,0,0,0,48,32.4,22.7,6.6,1.2,0.8,2.4,0.439,0.395,0.793,3.2,0.099,2018
1st,F,Giannis Antetokounmpo,3032977,24,mil,500,500,1,100,0,0,72,32.8,27.7,12.5,5.9,1.3,1.5,0.578,0.256,0.729,14.4,0.292,2019
1st,G,James Harden,3992,29,hou,500,500,1,100,0,0,78,36.8,36.1,6.6,7.5,2,0.7,0.442,0.368,0.879,15.2,0.254,2019
1st,G,Stephen Curry,3975,30,gsw,482,500,0.964,91,9,0,69,33.8,27.3,5.3,5.2,1.3,0.4,0.472,0.437,0.916,9.7,0.199,2019
1st,F,Paul George,4251,28,okc,433,500,0.866,71,25,3,77,36.9,28,8.2,4.1,2.2,0.4,0.438,0.386,0.839,11.9,0.201,2019
1st,C,Nikola Jokic,3112335,23,den,411,500,0.822,59,38,2,80,31.3,20.1,10.8,7.3,1.4,0.7,0.511,0.307,0.821,11.8,0.226,2019
2nd,C,Joel Embiid,3059318,24,phi,375,500,0.75,40,57,4,64,33.7,27.5,13.6,3.7,0.7,1.9,0.484,0.3,0.804,8.7,0.194,2019
2nd,F,Kevin Durant,3202,30,gsw,358,500,0.716,29,71,0,78,34.6,26,6.4,5.9,0.7,1.1,0.521,0.353,0.885,11.5,0.204,2019
2nd,G,Damian Lillard,6606,28,por,306,500,0.612,8,87,5,80,35.5,25.8,4.6,6.9,1.1,0.4,0.444,0.369,0.912,12.1,0.205,2019
2nd,F,Kawhi Leonard,6450,27,tor,242,500,0.484,0,73,23,60,34,26.6,7.3,3.3,1.8,0.4,0.496,0.371,0.854,9.5,0.224,2019
2nd,G,Kyrie Irving,6442,26,bos,195,500,0.39,0,52,39,67,33,23.8,5,6.9,1.5,0.5,0.487,0.401,0.873,9,0.195,2019
3rd,G,Russell Westbrook,3468,30,okc,178,500,0.356,1,43,44,73,36,22.9,11.1,10.7,1.9,0.5,0.428,0.29,0.656,6.8,0.124,2019
3rd,F,Blake Griffin,0,29,det,115,500,0.23,0,13,76,75,35,24.5,7.5,5.4,0.7,0.4,0.462,0.362,0.753,8,0.147,2019
3rd,F,LeBron James,1966,34,lal,111,500,0.222,0,13,72,55,35.2,27.4,8.5,8.3,1.3,0.6,0.51,0.339,0.665,7.2,0.179,2019
3rd,C,Rudy Gobert,3032976,26,uta,89,500,0.178,1,5,69,81,31.8,15.9,12.9,2,0.8,2.3,0.669,0,0.636,14.4,0.268,2019
3rd,G,Kemba Walker,0,28,cho,51,500,0.102,0,4,39,82,34.9,25.6,4.4,5.9,1.2,0.4,0.434,0.356,0.844,7.4,0.123,2019
ORV,G,Bradley Beal,6580,25,was,34,500,0.068,0,1,31,82,36.9,25.6,5,5.5,1.5,0.7,0.475,0.351,0.808,7.6,0.12,2019
ORV,G,Klay Thompson,6475,28,gsw,27,500,0.054,0,3,18,78,34,21.5,3.8,2.4,1.1,0.6,0.467,0.402,0.816,5.3,0.095,2019
ORV,C,Karl-Anthony Towns,3136195,23,min,20,500,0.04,0,0,20,77,33.1,24.4,12.4,3.4,0.9,1.6,0.518,0.4,0.836,10.4,0.197,2019
ORV,F,LaMarcus Aldridge,0,33,sas,17,500,0.034,0,2,11,81,33.2,21.3,9.2,2.4,0.5,1.3,0.519,0.238,0.847,9.3,0.167,2019
ORV,F,Danilo Gallinari,0,30,lac,7,500,0.014,0,1,4,68,30.3,19.8,6.1,2.6,0.7,0.3,0.463,0.433,0.904,8.2,0.191,2019
ORV,G,Ben Simmons,3907387,22,phi,7,500,0.014,0,0,7,79,34.2,16.9,8.8,7.7,1.4,0.8,0.563,0,0.6,8.2,0.146,2019
ORV,G,Mike Conley,3195,31,mem,4,500,0.008,0,0,4,70,33.5,21.1,3.4,6.4,1.3,0.3,0.438,0.364,0.845,8,0.164,2019
ORV,G,Donovan Mitchell,3908809,22,uta,4,500,0.008,0,0,4,77,33.7,23.8,4.1,4.2,1.4,0.4,0.432,0.362,0.806,5,0.092,2019
ORV,F,Pascal Siakam,3149673,24,tor,4,500,0.008,0,0,4,80,31.9,16.9,6.9,3.1,0.9,0.7,0.549,0.369,0.785,9.3,0.175,2019
ORV,C,Nikola Vucevic,6478,28,orl,4,500,0.008,0,0,4,80,31.4,20.8,12,3.8,1,1.1,0.518,0.364,0.789,10.1,0.193,2019
ORV,F,Luka Doncic,3945274,19,dal,3,500,0.006,0,1,0,72,32.2,21.2,7.8,6,1.1,0.3,0.427,0.327,0.713,4.9,0.101,2019
ORV,C,Andre Drummond,6585,25,det,3,500,0.006,0,1,0,79,33.5,17.3,15.6,1.4,1.7,1.7,0.533,0.132,0.59,10,0.181,2019
ORV,G,Dwyane Wade,0,37,mia,3,500,0.006,0,1,0,72,26.2,15,4,4.2,0.8,0.5,0.433,0.33,0.708,2.4,0.061,2019
ORV,G,DeMar DeRozan,3978,29,sas,3,500,0.006,0,0,3,77,34.9,21.2,6,6.2,1.1,0.5,0.481,0.156,0.83,6.3,0.112,2019
ORV,G,D'Angelo Russell,3136776,22,brk,3,500,0.006,0,0,0,81,30.2,21.1,3.9,7,1.2,0.2,0.434,0.369,0.78,5,0.097,2019
ORV,F,Tobias Harris,6440,26,tot,2,500,0.004,0,0,2,82,34.7,20,7.9,2.8,0.6,0.5,0.487,0.397,0.866,7.1,0.12,2019
ORV,F,Marvin Bagley III,4277848,19,sac,1,500,0.002,0,0,1,62,25.3,14.9,7.6,1,0.5,1,0.504,0.313,0.691,3.6,0.11,2019
ORV,G,Devin Booker,3136193,22,pho,1,500,0.002,0,0,1,64,35,26.6,4.1,6.8,0.9,0.2,0.467,0.326,0.866,3.5,0.076,2019
ORV,C,Anthony Davis,6583,25,nop,1,500,0.002,0,0,1,56,33,25.9,12,3.9,1.6,2.4,0.517,0.331,0.794,9.5,0.247,2019
ORV,G,Eric Gordon,3431,30,hou,1,500,0.002,0,0,1,68,31.7,16.2,2.2,1.9,0.6,0.4,0.409,0.36,0.783,2.6,0.059,2019
ORV,G,Jrue Holiday,3995,28,nop,1,500,0.002,0,0,1,67,35.9,21.2,5,7.7,1.6,0.8,0.472,0.325,0.768,5.4,0.108,2019
ORV,G,Kyle Lowry,0,32,tor,1,500,0.002,0,0,1,65,34,14.2,4.8,8.7,1.4,0.5,0.411,0.347,0.83,6.6,0.144,2019
ORV,F,Domantas Sabonis,3155942,22,ind,1,500,0.002,0,0,1,74,24.8,14.1,9.3,2.9,0.6,0.4,0.59,0.529,0.715,7.6,0.197,2019
ORV,C,Myles Turner,3133628,22,ind,1,500,0.002,0,0,1,74,28.6,13.3,7.2,1.6,0.8,2.7,0.487,0.388,0.736,6.3,0.144,2019
ORV,G,Lou Williams,0,32,lac,1,500,0.002,0,0,1,75,26.6,20,3,5.4,0.8,0.1,0.425,0.361,0.876,5.1,0.123,2019
1st,F,Giannis Antetokounmpo,3032977,25,mil,500,500,1,100,0,0,63,30.4,29.5,13.6,5.6,1,1,0.553,0.304,0.633,11.1,0.279,2020
1st,F,LeBron James,1966,35,lal,500,500,1,100,0,0,67,34.6,25.3,7.8,10.2,1.2,0.5,0.493,0.348,0.693,9.8,0.204,2020
1st,G,James Harden,3992,30,hou,474,500,0.948,89,9,2,68,36.5,34.3,6.6,7.5,1.8,0.9,0.444,0.355,0.865,13.1,0.254,2020
1st,C,Anthony Davis,6583,26,lal,455,500,0.91,79,20,0,62,34.4,26.1,9.3,3.2,1.5,2.3,0.503,0.33,0.846,11.1,0.25,2020
1st,G,Luka Doncic,3945274,20,dal,416,500,0.832,59,40,1,61,33.6,28.8,9.4,8.8,1,0.2,0.463,0.316,0.758,8.8,0.207,2020
2nd,F,Kawhi Leonard,6450,28,lac,372,500,0.744,39,59,0,57,32.4,27.1,7.1,4.9,1.8,0.6,0.47,0.378,0.886,8.7,0.226,2020
2nd,C,Nikola Jokic,3112335,24,den,311,500,0.622,21,64,14,73,32,19.9,9.7,7,1.2,0.6,0.528,0.314,0.817,9.8,0.202,2020
2nd,G,Damian Lillard,6606,29,por,284,500,0.568,6,82,8,66,37.5,30,4.3,8,1.1,0.3,0.463,0.401,0.888,11.6,0.225,2020
2nd,G,Chris Paul,2779,34,okc,199,500,0.398,2,52,33,70,31.5,17.6,5,6.7,1.6,0.2,0.489,0.365,0.907,8.9,0.193,2020
2nd,F,Pascal Siakam,3149673,25,tor,168,500,0.336,1,36,55,60,35.2,22.9,7.3,3.5,1,0.9,0.453,0.359,0.792,5.4,0.123,2020
3rd,F,Jayson Tatum,4065648,21,bos,153,500,0.306,0,32,57,66,34.3,23.4,7,3,1.4,0.9,0.45,0.403,0.812,6.9,0.146,2020
3rd,F,Jimmy Butler,0,30,mia,147,500,0.294,0,32,51,58,33.8,19.9,6.7,6,1.8,0.6,0.455,0.244,0.834,9,0.221,2020
3rd,C,Rudy Gobert,3032976,27,uta,110,500,0.22,1,19,48,68,34.3,15.1,13.5,1.5,0.8,2,0.693,0,0.63,10.7,0.221,2020
3rd,G,Ben Simmons,3907387,23,phi,61,500,0.122,0,9,29,57,35.4,16.4,7.8,8,2.1,0.6,0.58,0.286,0.621,6.9,0.165,2020
3rd,G,Russell Westbrook,3468,31,hou,56,500,0.112,0,9,29,57,35.9,27.2,7.9,7,1.6,0.4,0.472,0.258,0.763,4.2,0.098,2020
